show_id,type,title,date_added,release_year,rating,duration,description
s3272,Movie,Kaagar,"September 10, 2020",2019,TV-MA,130 min,"When an activist begins aiding a shrewd political advisor — also his girlfriend’s father, personal agendas lead to betrayal as love and duty clash."
s3273,Movie,Kaakan,"March 1, 2018",2015,TV-PG,132 min,"Star-crossed lovers from different social strata struggle to overcome differences in class and family expectation, as well as a long separation."
s3274,Movie,Kaake Da Viyah,"August 23, 2019",2019,TV-PG,133 min,"In this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry."
s3275,Movie,Kaal,"April 1, 2020",2005,TV-14,126 min,"Trapped in a national park, a tiger expert and a group of hunters turn to an enigmatic local for help when they mysteriously begin to die one by one."
s3276,Movie,Kaali Khuhi,"October 30, 2020",2020,TV-14,91 min,"When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl."
s3277,Movie,Kaalia,"December 31, 2019",1981,TV-14,173 min,"Jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge."
s3278,Movie,Kaaliyan,"August 1, 2018",2017,TV-PG,105 min,"An aggressive, wayward fisherman abandons his wife and daughters, who grow up to face the consequences of their father's mistakes."
s3279,Movie,Kabali (Hindi Version),"December 15, 2017",2016,TV-MA,148 min,"In this Hindi version of the Tamil blockbuster, a Tamil gang leader in Kuala Lumpur seeks justice for crimes committed against him and his family."
s3281,Movie,Kabhi Alvida Naa Kehna,"April 1, 2020",2006,TV-14,192 min,"Unhappy in their respective marriages, an ex-footballer and a teacher find true love in each other, but guilt, jealousy and tragedy cloud their affair."
s3282,Movie,Kabhi Haan Kabhi Naa,"May 15, 2017",1994,TV-14,151 min,A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.
s3283,Movie,Kabhi Khushi Kabhie Gham,"April 1, 2020",2001,TV-14,209 min,"Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family."
s3284,Movie,Kabir Singh,"September 19, 2019",2019,TV-MA,171 min,"An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends."
s3285,Movie,Kacche Dhaagey,"November 1, 2017",2016,TV-14,120 min,"While visiting India for her cousin's wedding, a Canadian girl develops strong feelings for a boy from a lower caste."
s3286,Movie,Kahaani,"June 26, 2019",2012,TV-14,122 min,"Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems."
s3288,Movie,Kai Po Che!,"November 1, 2018",2013,TV-MA,120 min,This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.
s3289,Movie,Kajraare,"October 22, 2017",2010,TV-14,113 min,"A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past."
s3291,Movie,Kal Ho Naa Ho,"April 1, 2020",2003,TV-14,187 min,An uptight MBA student falls for the charismatic new neighbor who charms her troubled family – but he has a secret that forces him to push her away.
s3292,Movie,Kalakalappu,"November 1, 2018",2012,TV-14,154 min,"Cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop."
s3296,Movie,Kalki,"March 1, 2018",2017,TV-14,41 min,A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.
s3298,Movie,Kaminey,"October 1, 2018",2009,TV-14,128 min,"A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty."
s3299,Movie,Kanavu Variyam,"June 15, 2017",2017,TV-PG,104 min,"Despite doubts from fellow villagers who think he’s crazy, an ambitious dropout commits himself to solving a persistent local electricity crisis."
s3302,Movie,Kannum Kannum Kollaiyadithaal,"March 29, 2020",2020,TV-14,160 min,"A carefree racing enthusiast’s womanizing ways end when he meets the girl of his dreams, but their newfound peace is disrupted by a dangerous killer."
s3304,Movie,Kapoor & Sons,"April 1, 2020",2016,TV-14,138 min,"Returning home to visit their ill grandfather, two estranged brothers must confront their unresolved rivalry while their parents’ marriage frays."
s3305,Movie,Kappela,"June 22, 2020",2020,TV-14,112 min,"Falling into an over-the-phone romance with a rickshaw driver, a young woman visits his city when an encounter with a stranger derails their meeting."
s3310,Movie,Karthik Calling Karthik,"December 15, 2019",2010,TV-14,135 min,"Unlucky in love and bullied at work, an office drone is resigned to his dead-end life until it’s transformed by mysterious calls from … himself."
s3312,Movie,Karzzzz,"October 22, 2017",2008,TV-14,137 min,"When flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star Monty sets out to get revenge for the decades-old crime."
s3318,Movie,Katha,"December 31, 2019",1982,TV-PG,140 min,"Secretly in love with his neighbor, a mild-mannered clerk is heartbroken when his much bolder, more charming friend wins her heart instead."
s3327,Movie,Katti Batti,"November 1, 2018",2015,TV-14,132 min,"After falling in love during college, architect Maddy and free spirit Payal have five wonderful years together, until a mystery suddenly divides them."
s3329,Movie,Kaviyude Osyath,"July 1, 2018",2017,TV-14,116 min,"When a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend."
s3330,Movie,Kay Dyache Bola,"January 1, 2018",2005,TV-14,133 min,"Wrongfully accused of murder, two students' last hope lies with their defense attorney, an inexperienced bumbler who's never even tried a case."
s3332,Movie,KD (A) Karuppudurai,"January 21, 2020",2019,TV-14,116 min,"As his children plot his death to claim their inheritance, an aging patriarch leaves home, befriending a spunky boy who adds direction to his life."
s3340,Movie,Kenny Sebastian: The Most Interesting Person in the Room,"May 29, 2020",2020,TV-MA,68 min,"Fusing his musical and stand-up chops, Kenny Sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough."
s3354,Movie,Khalnayak,"March 1, 2018",1993,TV-14,170 min,A prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation.
s3357,Movie,Khido Khundi,"October 1, 2018",2018,TV-14,151 min,An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.
s3358,Movie,Khoobsurat,"October 1, 2018",2014,TV-14,121 min,A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.
s3359,Movie,Khoon Khoon,"September 1, 2017",1973,TV-14,132 min,"As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of “Dirty Harry.”"
s3360,Movie,Khosla Ka Ghosla,"August 2, 2018",2006,TV-14,124 min,A cranky control freak must rely on his comically dysfunctional family to pull off a scam on a greedy land shark who's stolen his prized property.
s3362,Movie,Khubsoorat,"December 31, 2019",1980,TV-PG,120 min,A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.
s3363,Movie,Khushi,"March 1, 2018",2003,TV-14,157 min,"While playing matchmaker to a pair of their friends, two young university students begin developing feelings for each other."
s3364,Movie,Kia and Cosmos,"May 1, 2019",2018,TV-14,124 min,A 15-year-old girl with autism attempts to write a mystery novel based on her hunt for the killer of a neighborhood cat.
s3385,Movie,Killa,"April 1, 2017",2014,TV-14,107 min,Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.
s3409,Movie,Kis Kisko Pyaar Karoon,"November 1, 2017",2015,TV-PG,132 min,"A man's decision to marry three women, to keep them from committing suicide, complicates his relationship with his girlfriend."
s3410,Movie,Kisaan,"October 1, 2018",2009,TV-14,101 min,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.
s3411,Movie,Kismat Konnection,"October 1, 2018",2008,TV-PG,145 min,"A man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed."
s3433,Movie,Koi Aap Sa,"May 31, 2019",2006,TV-14,135 min,"Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her."
s3435,Movie,Kolaiyuthir Kaalam,"April 24, 2020",2019,TV-14,107 min,The speech-and-hearing-impaired heiress of a palatial mansion must rely on basic instincts when a masked invader is determined to kill her.
s3443,Movie,Koshish,"December 31, 2019",1972,TV-14,115 min,A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.
s3449,Movie,Krish Trish and Baltiboy: Face Your Fears,"November 17, 2017",2017,TV-Y7,65 min,"In three tales about fear, a baby elephant gets captured by a circus, two boys enter a haunted house and a parrot faces his fear of flying."
s3454,Movie,Krishna and His Leela,"June 25, 2020",2020,TV-MA,126 min,"Torn between his past and present girlfriends, a confused bachelor’s indecisiveness spins a web of lies and cheating as he struggles to commit."
s3456,Movie,Krishna Cottage,"May 31, 2019",2004,TV-MA,124 min,True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.
s3458,Movie,Krutant,"June 2, 2019",2019,TV-14,114 min,"When a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life."
s3460,Movie,Kucch To Hai,"May 15, 2019",2003,TV-14,136 min,"A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge."
s3461,Movie,Kuch Kuch Hota Hai,"April 1, 2020",1998,TV-14,185 min,"Per her mother’s last wish, a girl sets out to reunite her father with the college best friend who loved him – only to discover the woman is engaged."
s3462,Movie,Kuldip Patwal: I Didn't Do It!,"December 31, 2019",2017,TV-MA,126 min,"Accused of killing a politician, a local grocer’s fight to prove his innocence reveals his lifelong struggles with injustice leading up to the incident."
s3469,Movie,Kung Fu Yoga,"October 6, 2017",2017,TV-PG,107 min,Two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient Tibetan treasure of unimaginable worth.
s3472,Movie,Kurbaan,"October 1, 2018",2009,TV-14,147 min,"When a young Indian couple moves to the American suburbs, they are shocked to discover that they've become enmeshed in a secret terrorist plot."
